tmdb_id,keywords
19136,"[{'id': 4344, 'name': 'musical'}, {'id': 4630, 'name': 'chaos'}, {'id': 6027, 'name': 'music'}, {'id': 7644, 'name': 'revue'}, {'id': 9253, 'name': 'slapstick'}]"
180244,"[{'id': 14529, 'name': 'improvisation'}]"
78476,"[{'id': 187056, 'name': 'woman director'}]"
363185,[]
25769,"[{'id': 966, 'name': 'beach'}, {'id': 1333, 'name': 'desperation'}, {'id': 4884, 'name': 'infection'}, {'id': 10349, 'name': 'survival'}, {'id': 11131, 'name': 'biohazard'}, {'id': 14673, 'name': 'disease'}, {'id': 14782, 'name': 'trust'}, {'id': 188957, 'name': 'virus'}, {'id': 188973, 'name': 'pandemic'}]"
192675,[]
173893,[]
98932,"[{'id': 8729, 'name': 'lighthouse keeper   '}]"
9987,"[{'id': 2051, 'name': 'intelligence'}, {'id': 156075, 'name': 'evil'}]"
141102,"[{'id': 65, 'name': 'holiday'}]"
146904,[]
31918,"[{'id': 2106, 'name': 'cold war'}, {'id': 2808, 'name': 'russian'}, {'id': 41393, 'name': 'new england'}]"
24285,"[{'id': 155431, 'name': 'toneel'}, {'id': 155432, 'name': 'vreemdgaan'}]"
16912,[]
22538,"[{'id': 170335, 'name': 'whipping'}, {'id': 175297, 'name': 'hipster'}, {'id': 175301, 'name': 'underage girlfriend'}, {'id': 175309, 'name': 'animated flashback'}, {'id': 175314, 'name': ""character's point of view camera shot""}, {'id': 175316, 'name': 'unconsciousness'}, {'id': 175321, 'name': 'girl fight'}, {'id': 175322, 'name': 'vegan'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
288035,[]
28978,"[{'id': 291, 'name': 'circus'}, {'id': 182824, 'name': 'charlie chaplin'}]"
25935,"[{'id': 10093, 'name': 'priest'}, {'id': 14744, 'name': 'english'}, {'id': 161257, 'name': 'medieval'}]"
21352,[]
116303,"[{'id': 977, 'name': 'cat'}, {'id': 187056, 'name': 'woman director'}]"
52991,"[{'id': 7059, 'name': 'anti-communism'}]"
378064,"[{'id': 6054, 'name': 'friendship'}, {'id': 6270, 'name': 'high school'}, {'id': 6733, 'name': 'bullying'}, {'id': 10683, 'name': 'coming of age'}, {'id': 13141, 'name': 'based on manga'}, {'id': 33756, 'name': 'deaf'}, {'id': 187056, 'name': 'woman director'}, {'id': 188953, 'name': 'sign language'}, {'id': 210024, 'name': 'anime'}]"
28940,"[{'id': 1946, 'name': 'restaurant'}, {'id': 9826, 'name': 'murder'}, {'id': 33876, 'name': 'swinger'}, {'id': 208048, 'name': 'cannibalism'}]"
189807,[]
79750,[]
58048,[]
53651,"[{'id': 1321, 'name': 'gold'}, {'id': 13065, 'name': 'soldier'}, {'id': 33600, 'name': 'stagecoach'}]"
128847,[]
9699,"[{'id': 642, 'name': 'robbery'}, {'id': 703, 'name': 'detective'}, {'id': 1384, 'name': 'diamant'}, {'id': 3800, 'name': 'airplane'}, {'id': 5439, 'name': 'inspector'}, {'id': 6149, 'name': 'police'}, {'id': 18118, 'name': 'disguise'}]"
191293,[]
382885,"[{'id': 1794, 'name': 'yakuza'}, {'id': 6270, 'name': 'high school'}, {'id': 171183, 'name': 'flirting'}]"
191566,"[{'id': 187056, 'name': 'woman director'}]"
31544,"[{'id': 779, 'name': 'martial arts'}, {'id': 2340, 'name': 'paranoia'}, {'id': 2708, 'name': 'hitman'}, {'id': 9748, 'name': 'revenge'}, {'id': 10183, 'name': 'independent film'}, {'id': 10391, 'name': 'mafia'}, {'id': 11199, 'name': 'undercover cop'}, {'id': 13116, 'name': 'one man army'}, {'id': 13142, 'name': 'gangster'}, {'id': 206850, 'name': 'canuxploitation'}]"
447236,[]
156063,[]
15655,"[{'id': 3905, 'name': 'owl'}, {'id': 4144, 'name': 'donkey'}, {'id': 4809, 'name': 'tiger'}, {'id': 8082, 'name': 'piglet'}, {'id': 10468, 'name': 'bear'}, {'id': 15199, 'name': 'rabbit'}, {'id': 187056, 'name': 'woman director'}]"
15171,"[{'id': 3986, 'name': 'spider'}, {'id': 4344, 'name': 'musical'}, {'id': 11477, 'name': 'talking animal'}, {'id': 169903, 'name': 'drying self with towel'}, {'id': 169908, 'name': 'animal human communication'}, {'id': 169909, 'name': 'spiderweb'}, {'id': 169911, 'name': 'sentimental'}, {'id': 206052, 'name': 'talking pig'}]"
33370,"[{'id': 9818, 'name': 'fan culture'}, {'id': 10073, 'name': 'documentary'}, {'id': 10568, 'name': 'science fiction'}, {'id': 178902, 'name': 'firefly'}, {'id': 191097, 'name': 'joss whedon'}, {'id': 220266, 'name': 'fandom'}]"
318973,"[{'id': 1415, 'name': 'small town'}, {'id': 7856, 'name': 'racist'}, {'id': 9409, 'name': 'north dakota'}, {'id': 12425, 'name': 'racism'}, {'id': 207915, 'name': 'white supremacists'}]"
46195,"[{'id': 1161, 'name': 'brazil'}, {'id': 2551, 'name': 'pet'}, {'id': 2646, 'name': 'bird'}, {'id': 4344, 'name': 'musical'}, {'id': 7453, 'name': 'canary'}, {'id': 12649, 'name': 'samba'}, {'id': 18165, 'name': 'animal'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 236475, 'name': 'rio 1'}, {'id': 236476, 'name': 'río 1'}]"
264061,"[{'id': 163080, 'name': 'finland'}, {'id': 191010, 'name': 'finnish winter war'}]"
14050,[]
14283,"[{'id': 2096, 'name': 'auction'}, {'id': 4721, 'name': 'violin'}]"
14280,"[{'id': 1994, 'name': 'wolf'}, {'id': 8721, 'name': 'arctic'}, {'id': 9880, 'name': 'alaska'}]"
324849,"[{'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10542, 'name': 'based on toy'}, {'id': 15285, 'name': 'spin off'}, {'id': 163455, 'name': 'super powers'}, {'id': 168490, 'name': 'dead parents'}, {'id': 210090, 'name': 'lego'}, {'id': 230775, 'name': 'batman'}]"
13059,"[{'id': 210012, 'name': 'mumblegore'}]"
66125,"[{'id': 1228, 'name': '1970s'}, {'id': 2526, 'name': 'human animal relationship'}, {'id': 5657, 'name': 'australia'}, {'id': 9872, 'name': 'grief'}, {'id': 11112, 'name': 'search'}, {'id': 15162, 'name': 'dog'}, {'id': 34079, 'name': 'death'}, {'id': 159103, 'name': 'mourning'}, {'id': 185722, 'name': 'based on true events'}, {'id': 193760, 'name': 'australian outback'}, {'id': 212609, 'name': 'dog missing'}]"
102288,[]
74842,"[{'id': 345, 'name': 'monk'}, {'id': 12554, 'name': 'dragon'}, {'id': 210024, 'name': 'anime'}]"
41828,"[{'id': 255, 'name': 'male nudity'}, {'id': 2483, 'name': 'nudity'}, {'id': 6270, 'name': 'high school'}, {'id': 9663, 'name': 'sequel'}, {'id': 10183, 'name': 'independent film'}, {'id': 10266, 'name': 'prom'}, {'id': 12339, 'name': 'slasher'}, {'id': 12377, 'name': 'zombie'}, {'id': 14819, 'name': 'violence'}, {'id': 206850, 'name': 'canuxploitation'}, {'id': 208580, 'name': 'acid'}]"
317938,"[{'id': 187056, 'name': 'woman director'}]"
323679,"[{'id': 6158, 'name': 'cult'}, {'id': 11727, 'name': 'crime scene'}, {'id': 164186, 'name': 'character study'}, {'id': 232235, 'name': 'brothers'}]"
149085,"[{'id': 779, 'name': 'martial arts'}, {'id': 11051, 'name': 'tai chi'}]"
34202,"[{'id': 3243, 'name': 'flying saucer'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 9738, 'name': 'ufo'}, {'id': 9951, 'name': 'alien'}]"
294132,"[{'id': 128, 'name': 'love triangle'}, {'id': 171993, 'name': 'mumblecore'}, {'id': 220700, 'name': 'trainers'}, {'id': 220701, 'name': 'client plans'}, {'id': 220702, 'name': 'business expansion'}]"
73290,[]
167548,"[{'id': 394, 'name': 'gypsy'}, {'id': 171886, 'name': 'world record'}]"
47018,"[{'id': 392, 'name': 'england'}, {'id': 437, 'name': 'painter'}, {'id': 8997, 'name': 'conscientious objector'}, {'id': 10183, 'name': 'independent film'}, {'id': 13065, 'name': 'soldier'}]"
13436,"[{'id': 6078, 'name': 'politics'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 11061, 'name': 'debt'}]"
336808,"[{'id': 10062, 'name': 'religious conversion'}, {'id': 10706, 'name': 'spirituality'}, {'id': 12337, 'name': 'colonisation'}, {'id': 18330, 'name': 'nature'}, {'id': 158217, 'name': 'colonialism'}, {'id': 161264, 'name': 'religious fanatic'}, {'id': 166103, 'name': 'amazon rainforest'}, {'id': 210856, 'name': 'amazon tribe'}, {'id': 215162, 'name': 'indigenous peoples'}, {'id': 225947, 'name': 'amazon jungle'}, {'id': 233413, 'name': 'cultural heritage'}]"
61271,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 4344, 'name': 'musical'}, {'id': 10540, 'name': 'bollywood'}, {'id': 14636, 'name': 'india'}]"
44963,"[{'id': 10278, 'name': 'ninja'}]"
258771,[]
100661,"[{'id': 10125, 'name': 'mad scientist'}]"
33457,"[{'id': 2339, 'name': 'political activism'}, {'id': 6083, 'name': 'politician'}, {'id': 14548, 'name': 'political assassination'}, {'id': 33416, 'name': 'power politics'}]"
137002,"[{'id': 3762, 'name': 'darkness'}, {'id': 187056, 'name': 'woman director'}]"
1723,"[{'id': 1721, 'name': 'fight'}, {'id': 5750, 'name': 'zeitgeist unknown'}, {'id': 5751, 'name': 'mccarthy era'}, {'id': 6054, 'name': 'friendship'}, {'id': 6078, 'name': 'politics'}, {'id': 9450, 'name': 'front'}, {'id': 166329, 'name': 'film industry'}, {'id': 173644, 'name': 'communism'}, {'id': 194595, 'name': 'mccarthyism'}, {'id': 208611, 'name': '1950s'}]"
381040,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 11157, 'name': 'sibling rivalry'}, {'id': 33768, 'name': 'blind'}, {'id': 187056, 'name': 'woman director'}]"
37230,"[{'id': 10183, 'name': 'independent film'}, {'id': 193716, 'name': 'kitchen sink realism'}]"
80853,"[{'id': 521, 'name': 'washington d.c.'}, {'id': 6335, 'name': 'tennessee'}, {'id': 8570, 'name': 'president'}, {'id': 196325, 'name': 'andrew johnson'}]"
78140,"[{'id': 2944, 'name': 'senator'}, {'id': 6078, 'name': 'politics'}]"
276904,"[{'id': 187056, 'name': 'woman director'}]"
222870,[]
228108,"[{'id': 494, 'name': 'father son relationship'}, {'id': 7312, 'name': 'road trip'}, {'id': 10217, 'name': 'tourette syndrome'}, {'id': 187056, 'name': 'woman director'}, {'id': 208304, 'name': 'cremation'}]"
9438,"[{'id': 2251, 'name': 'lie'}, {'id': 4794, 'name': 'bluff'}, {'id': 10244, 'name': 'based on cartoon'}, {'id': 33626, 'name': 'millionaire'}, {'id': 157904, 'name': 'luck'}, {'id': 167889, 'name': 'short sighted'}]"
39105,"[{'id': 210024, 'name': 'anime'}, {'id': 229649, 'name': 'dragon ball,'}]"
1646,"[{'id': 577, 'name': 'black people'}, {'id': 818, 'name': 'based on novel'}, {'id': 1739, 'name': 'holocaust'}, {'id': 2394, 'name': 'ghetto'}, {'id': 2913, 'name': 'diary'}, {'id': 4508, 'name': 'principal witness '}, {'id': 5565, 'name': 'biography'}, {'id': 5600, 'name': 'daughter'}, {'id': 6270, 'name': 'high school'}, {'id': 6984, 'name': 'racial segregation'}, {'id': 6985, 'name': 'anne frank'}, {'id': 6986, 'name': 'school excursion'}, {'id': 6987, 'name': 'idealism'}, {'id': 7920, 'name': 'violence in schools'}, {'id': 41385, 'name': 'racial tension'}, {'id': 181858, 'name': 'gang violence'}, {'id': 185722, 'name': 'based on true events'}]"
13928,"[{'id': 10115, 'name': 'snowman'}, {'id': 191072, 'name': 'snowglobes'}, {'id': 214549, 'name': 'short'}, {'id': 236684, 'name': 'pixar animation'}]"
323428,"[{'id': 1192, 'name': 'sweden'}, {'id': 1415, 'name': 'small town'}, {'id': 13130, 'name': 'teenager'}, {'id': 14534, 'name': 'relationship'}, {'id': 187056, 'name': 'woman director'}]"
211247,"[{'id': 9937, 'name': 'suspense'}]"
47675,[]
193450,"[{'id': 727, 'name': 'country music'}, {'id': 10183, 'name': 'independent film'}]"
323925,"[{'id': 1196, 'name': 'florida'}, {'id': 214549, 'name': 'short'}]"
263416,"[{'id': 3754, 'name': 'legend'}, {'id': 9032, 'name': 'excavation'}, {'id': 9854, 'name': 'artifact'}, {'id': 188114, 'name': 'u.s. marine'}]"
288128,[]
82096,"[{'id': 478, 'name': 'china'}, {'id': 7728, 'name': 'cholera'}]"
20681,"[{'id': 409, 'name': 'africa'}, {'id': 2020, 'name': 'revolution'}, {'id': 3070, 'name': 'mercenary'}, {'id': 10141, 'name': 'battlefield'}, {'id': 10185, 'name': 'covert operation'}, {'id': 11031, 'name': 'guerrilla warfare'}, {'id': 13006, 'name': 'torture'}, {'id': 18543, 'name': 'combat'}, {'id': 190150, 'name': 'soldier of fortune'}]"
278939,"[{'id': 642, 'name': 'robbery'}, {'id': 974, 'name': 'bank'}, {'id': 3300, 'name': 'cadillac'}, {'id': 10594, 'name': 'money'}, {'id': 168350, 'name': 'bus station'}]"
270372,[]
321039,[]
24020,"[{'id': 5349, 'name': 'surfing'}, {'id': 6075, 'name': 'sport'}]"
1811,"[{'id': 572, 'name': 'sex'}, {'id': 1664, 'name': 'eroticism'}, {'id': 3183, 'name': 'bisexuality'}, {'id': 9951, 'name': 'alien'}, {'id': 10183, 'name': 'independent film'}, {'id': 14751, 'name': 'youth'}, {'id': 14964, 'name': 'drug'}, {'id': 33648, 'name': 'celebration'}]"
108419,[]
10641,"[{'id': 1605, 'name': 'new love'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2203, 'name': 'unexpected happiness'}, {'id': 3737, 'name': 'dying and death'}, {'id': 3836, 'name': 'success'}, {'id': 5091, 'name': 'kiss'}, {'id': 9673, 'name': 'love'}, {'id': 14534, 'name': 'relationship'}, {'id': 156455, 'name': 'unhappiness'}, {'id': 187056, 'name': 'woman director'}, {'id': 222114, 'name': 'fear of dying'}]"
30552,"[{'id': 131, 'name': 'italy'}, {'id': 572, 'name': 'sex'}, {'id': 716, 'name': 'vatican'}, {'id': 2483, 'name': 'nudity'}, {'id': 10053, 'name': 'sexploitation'}, {'id': 169086, 'name': 'political satire'}]"
63762,[]
17800,[]
20158,"[{'id': 5565, 'name': 'biography'}, {'id': 18001, 'name': 'rock band'}]"
85753,"[{'id': 9826, 'name': 'murder'}, {'id': 33519, 'name': 'courtroom'}, {'id': 190901, 'name': 'perry mason'}]"
10258,"[{'id': 65, 'name': 'holiday'}, {'id': 2172, 'name': 'zoo'}, {'id': 3028, 'name': 'penguin'}, {'id': 3645, 'name': 'madagascar'}, {'id': 33965, 'name': 'christmas eve'}]"
140380,[]
7979,"[{'id': 1228, 'name': '1970s'}, {'id': 3541, 'name': 'afghanistan'}, {'id': 6650, 'name': 'hang gliding'}, {'id': 7158, 'name': 'war in afghanistan'}, {'id': 7955, 'name': 'taliban'}, {'id': 7956, 'name': 'cowardice'}, {'id': 12392, 'name': 'best friend'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 208349, 'name': 'child'}]"
55257,[]
91314,"[{'id': 9663, 'name': 'sequel'}, {'id': 9951, 'name': 'alien'}, {'id': 10607, 'name': 'transformers'}, {'id': 10891, 'name': 'giant robot'}, {'id': 14544, 'name': 'robot'}, {'id': 156395, 'name': 'imax'}, {'id': 166594, 'name': 'transforming robot'}]"
324786,"[{'id': 233, 'name': 'japan'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2299, 'name': 'violent father'}, {'id': 2821, 'name': 'pacifism'}, {'id': 3036, 'name': 'bible'}, {'id': 5565, 'name': 'biography'}, {'id': 6091, 'name': 'war'}, {'id': 8997, 'name': 'conscientious objector'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10292, 'name': 'gore'}, {'id': 11001, 'name': 'religion'}, {'id': 13065, 'name': 'soldier'}, {'id': 14989, 'name': 'religious'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 33482, 'name': 'war hero'}, {'id': 180507, 'name': 'medic'}, {'id': 185454, 'name': 'u.s. military'}, {'id': 185722, 'name': 'based on true events'}, {'id': 192772, 'name': 'historical drama'}, {'id': 207883, 'name': '1940s'}]"
6346,"[{'id': 529, 'name': 'ku klux klan'}, {'id': 3440, 'name': 'doomed man'}]"
257088,"[{'id': 1568, 'name': 'undercover'}, {'id': 4654, 'name': 'undercover agent'}, {'id': 12189, 'name': 'extreme sports'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 209714, 'name': '3d'}]"
64852,"[{'id': 1307, 'name': 'butler'}, {'id': 3133, 'name': 'vampire'}, {'id': 3752, 'name': 'night'}, {'id': 5439, 'name': 'inspector'}, {'id': 13097, 'name': 'maid'}, {'id': 154802, 'name': 'silent film'}]"
77165,"[{'id': 156212, 'name': 'spaghetti western'}, {'id': 188275, 'name': 'euro western'}]"
43850,"[{'id': 612, 'name': 'hotel'}, {'id': 10909, 'name': 'lawyer'}, {'id': 15160, 'name': 'divorce'}]"
14574,"[{'id': 1628, 'name': 'nationalism'}, {'id': 1631, 'name': 'concentration camp'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2451, 'name': 'gas chamber'}, {'id': 2652, 'name': 'nazis'}, {'id': 3207, 'name': 'concentration camp prisoner'}]"
167738,[]
39064,[]
193650,"[{'id': 977, 'name': 'cat'}]"
62527,"[{'id': 1668, 'name': 'hawaii'}, {'id': 6075, 'name': 'sport'}, {'id': 9663, 'name': 'sequel'}, {'id': 212795, 'name': 'blended family'}]"
284013,"[{'id': 40903, 'name': 'diamond heist'}]"
29835,"[{'id': 3344, 'name': 'letter'}, {'id': 4461, 'name': 'postman'}, {'id': 11034, 'name': 'b movie'}]"
24102,"[{'id': 10235, 'name': 'family relationships'}, {'id': 12616, 'name': 'dinosaur'}]"
58255,[]
98223,"[{'id': 470, 'name': 'spy'}, {'id': 4289, 'name': 'secret agent'}, {'id': 7570, 'name': 'belly dancing'}, {'id': 156345, 'name': 'istanbul turkey'}, {'id': 207555, 'name': '077'}]"
25793,"[{'id': 740, 'name': 'aids'}, {'id': 2073, 'name': 'illiteracy'}, {'id': 4528, 'name': 'song'}, {'id': 8650, 'name': 'unwillingly pregnant'}, {'id': 9903, 'name': 'balloon'}, {'id': 10873, 'name': 'school'}, {'id': 12544, 'name': 'crying'}, {'id': 14735, 'name': 'motorcycle'}]"
87492,"[{'id': 5565, 'name': 'biography'}, {'id': 5970, 'name': 'wrestling'}, {'id': 6075, 'name': 'sport'}, {'id': 9672, 'name': 'based on true story'}]"
60306,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 9748, 'name': 'revenge'}, {'id': 13006, 'name': 'torture'}, {'id': 157241, 'name': 'criminal investigation'}, {'id': 157959, 'name': 'surgery'}]"
174371,"[{'id': 187056, 'name': 'woman director'}]"
12261,"[{'id': 2124, 'name': 'puerto rican'}, {'id': 3149, 'name': 'gangster boss'}]"
328212,[]
117269,"[{'id': 1691, 'name': 'dance'}]"
121674,"[{'id': 818, 'name': 'based on novel'}, {'id': 180975, 'name': 'charles dickens'}]"
49958,"[{'id': 1967, 'name': 'cave painting'}, {'id': 4252, 'name': 'black magic'}, {'id': 4375, 'name': 'transformation'}, {'id': 5657, 'name': 'australia'}, {'id': 219991, 'name': 'elimination derby'}]"
139170,"[{'id': 13065, 'name': 'soldier'}, {'id': 15381, 'name': 'captive'}]"
89704,"[{'id': 1445, 'name': 'ice'}, {'id': 2139, 'name': 'russia'}, {'id': 3593, 'name': 'wilderness'}, {'id': 5254, 'name': 'remoteness'}, {'id': 10794, 'name': 'snow'}, {'id': 158370, 'name': 'dog sled'}, {'id': 174638, 'name': 'siberia'}]"
15268,"[{'id': 779, 'name': 'martial arts'}, {'id': 9748, 'name': 'revenge'}, {'id': 10076, 'name': 'street fighter'}, {'id': 41645, 'name': 'based on video game'}]"
18516,"[{'id': 1739, 'name': 'holocaust'}, {'id': 2652, 'name': 'nazis'}, {'id': 3038, 'name': 'israeli'}]"
446048,[]
87380,"[{'id': 1523, 'name': 'obsession'}, {'id': 9986, 'name': 'crush'}, {'id': 10048, 'name': 'unrequited love'}, {'id': 10199, 'name': 'gay interest'}, {'id': 10596, 'name': 'argentina'}, {'id': 14652, 'name': 'falling from height'}, {'id': 158718, 'name': 'lgbt'}]"
47680,[]
27341,"[{'id': 9401, 'name': 'sherlock holmes'}]"
1879,"[{'id': 582, 'name': 'san francisco'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 6072, 'name': 'ruling class'}, {'id': 6876, 'name': 'vacation'}, {'id': 10131, 'name': 'interracial relationship'}, {'id': 12532, 'name': 'african american'}, {'id': 12997, 'name': 'dinner'}, {'id': 13005, 'name': 'doctor'}, {'id': 15478, 'name': 'art gallery'}, {'id': 33476, 'name': 'widower'}, {'id': 165872, 'name': 'miscegenation'}, {'id': 188994, 'name': 'publisher'}]"
10574,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 963, 'name': 'loss of brother'}, {'id': 1595, 'name': 'ex-girlfriend'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4344, 'name': 'musical'}]"
18734,"[{'id': 10183, 'name': 'independent film'}]"
45202,"[{'id': 596, 'name': 'adultery'}, {'id': 1664, 'name': 'eroticism'}]"
38510,"[{'id': 282, 'name': 'video game'}, {'id': 1299, 'name': 'monster'}, {'id': 4563, 'name': 'virtual reality'}]"
175386,"[{'id': 155841, 'name': 'gambler'}]"
190946,[]
58589,"[{'id': 11134, 'name': 'espionage'}, {'id': 41645, 'name': 'based on video game'}, {'id': 189978, 'name': 'fan film'}]"
246829,[]
32276,[]
104232,[]
113012,[]
88860,[]
1738,"[{'id': 663, 'name': 'fortune teller'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
25121,"[{'id': 1627, 'name': 'patriotism'}, {'id': 10660, 'name': 'mysterious man'}, {'id': 13015, 'name': 'terrorism'}, {'id': 205710, 'name': 'bomb threat'}]"
392418,"[{'id': 2920, 'name': 'cheerleader'}]"
355177,"[{'id': 9716, 'name': 'stand-up comedy'}, {'id': 187056, 'name': 'woman director'}]"
450225,"[{'id': 6731, 'name': 'british'}, {'id': 8029, 'name': 'drama'}, {'id': 10267, 'name': 'comedy'}]"
168079,"[{'id': 187056, 'name': 'woman director'}, {'id': 207767, 'name': 'erotic thriller'}]"
54898,[]
209312,[]
324345,[]
51791,"[{'id': 351, 'name': 'poison'}, {'id': 470, 'name': 'spy'}, {'id': 1568, 'name': 'undercover'}, {'id': 1956, 'name': 'world war ii'}, {'id': 15246, 'name': 'sabotage'}]"
49853,[]
28478,"[{'id': 4539, 'name': 'overweight man'}, {'id': 8663, 'name': 'overweight woman'}]"
56135,"[{'id': 6167, 'name': 'engagement'}, {'id': 10329, 'name': 'wealth'}, {'id': 41351, 'name': 'will'}]"
22342,"[{'id': 703, 'name': 'detective'}, {'id': 11734, 'name': 'police corruption'}]"
334517,"[{'id': 818, 'name': 'based on novel'}, {'id': 11933, 'name': 'conflict'}, {'id': 15053, 'name': 'united nations'}, {'id': 160800, 'name': 'congo'}, {'id': 229247, 'name': 'katanga conflict'}]"
170677,"[{'id': 10181, 'name': 'based on play or musical'}]"
1846,"[{'id': 703, 'name': 'detective'}, {'id': 1936, 'name': 'blackmail'}, {'id': 3152, 'name': 'planned murder'}, {'id': 4942, 'name': 'victim of murder'}, {'id': 155807, 'name': 'bruce lee'}, {'id': 155860, 'name': 'philip marlowe'}]"
85125,"[{'id': 187056, 'name': 'woman director'}]"
112885,"[{'id': 4461, 'name': 'postman'}, {'id': 9758, 'name': 'deception'}, {'id': 10229, 'name': 'singer'}, {'id': 157196, 'name': 'clothes'}, {'id': 186919, 'name': 'class distinction'}, {'id': 187056, 'name': 'woman director'}]"
28871,"[{'id': 10183, 'name': 'independent film'}]"
416211,"[{'id': 6091, 'name': 'war'}, {'id': 191111, 'name': 'syria'}]"
29103,"[{'id': 4426, 'name': 'sadism'}]"
20884,[]
80787,"[{'id': 236, 'name': 'suicide'}, {'id': 1956, 'name': 'world war ii'}, {'id': 6257, 'name': 'genius'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 161507, 'name': 'cryptologist'}]"
22750,[]
25111,[]
9551,"[{'id': 3490, 'name': 'pop star'}, {'id': 4746, 'name': 'record producer'}, {'id': 6415, 'name': 'stage show'}, {'id': 8881, 'name': 'jury'}]"
64320,[]
1590,"[{'id': 766, 'name': 'beethoven'}, {'id': 187056, 'name': 'woman director'}]"
64454,[]
320169,[]
56718,"[{'id': 8506, 'name': 'remote control'}, {'id': 223259, 'name': 'psychological experiment'}, {'id': 223260, 'name': 'electrodes'}]"
18281,"[{'id': 10856, 'name': 'bag of money'}, {'id': 206671, 'name': 'city life'}]"
14367,"[{'id': 2636, 'name': 'blues'}, {'id': 11511, 'name': 'unfaithful boyfriend'}, {'id': 162914, 'name': 'one night'}, {'id': 170184, 'name': 'playboy magazine'}, {'id': 170189, 'name': 'suburbanite'}, {'id': 170191, 'name': 'short sightedness'}, {'id': 170192, 'name': 'chop shop'}, {'id': 170195, 'name': 'homeless man'}, {'id': 170199, 'name': 'stitches'}, {'id': 170200, 'name': 'expressway'}, {'id': 170202, 'name': 'carrying someone'}, {'id': 170206, 'name': 'tow truck driver'}, {'id': 170209, 'name': 'frat party'}, {'id': 170212, 'name': 'criminal gang'}, {'id': 170215, 'name': 'hanging from a rooftop'}, {'id': 170217, 'name': 'held hostage'}, {'id': 170219, 'name': 'auto theft'}, {'id': 179101, 'name': 'norse mythology'}]"
81878,"[{'id': 155451, 'name': 'brit noir'}, {'id': 193718, 'name': 'golden mile'}]"
167087,[]
7446,"[{'id': 886, 'name': 'film making'}, {'id': 8201, 'name': 'satire'}, {'id': 10787, 'name': 'jungle'}, {'id': 162262, 'name': 'movie star'}, {'id': 167475, 'name': 'southeast asia'}, {'id': 167477, 'name': 'land mine'}, {'id': 167486, 'name': 'shackles'}, {'id': 167492, 'name': 'war filmmaking'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 184816, 'name': 'blackface'}, {'id': 224875, 'name': 'method acting'}]"
51521,"[{'id': 15001, 'name': 'demon'}]"
37345,[]
18681,"[{'id': 9767, 'name': 'beautiful woman'}, {'id': 10714, 'name': 'serial killer'}, {'id': 41249, 'name': 'secret service'}, {'id': 164092, 'name': 'blindness'}]"
291413,[]
47119,[]
368330,[]
85236,"[{'id': 12332, 'name': 'apocalypse'}, {'id': 156318, 'name': 'bats'}, {'id': 163270, 'name': 'breeding'}]"
185465,[]
11352,"[{'id': 2733, 'name': 'firemen'}, {'id': 3203, 'name': 'pilot'}, {'id': 3800, 'name': 'airplane'}, {'id': 162846, 'name': 'ghost'}, {'id': 184559, 'name': 'guardian angel'}]"
83746,"[{'id': 9981, 'name': 'bugs bunny'}, {'id': 190536, 'name': 'genie'}]"
43678,"[{'id': 6075, 'name': 'sport'}]"
220653,[]
105093,[]
8434,"[{'id': 14714, 'name': 'summer vacation'}]"
65002,[]
259246,[]
30942,"[{'id': 10076, 'name': 'street fighter'}]"
311998,"[{'id': 15126, 'name': 'historical'}, {'id': 195402, 'name': 'film noir'}]"
414276,"[{'id': 2702, 'name': 'golf'}, {'id': 6075, 'name': 'sport'}]"
98193,"[{'id': 8201, 'name': 'satire'}]"
3936,"[{'id': 190801, 'name': 'blondie'}]"
12584,"[{'id': 818, 'name': 'based on novel'}, {'id': 1589, 'name': 'sniper'}, {'id': 4129, 'name': 'widow'}, {'id': 4948, 'name': 'retirement'}]"
26162,"[{'id': 2800, 'name': 'psychology'}, {'id': 10644, 'name': 'melodrama'}]"
44668,"[{'id': 444, 'name': 'taxi'}, {'id': 6167, 'name': 'engagement'}, {'id': 14512, 'name': 'new york city'}]"
